"text","label","specialization"
"Быстрее, капитан, панель коротит, исправь электрику!","Ремонт электрики","Капитан"
"Капитан, быстрее, почини электрику, быстрее!","Ремонт электрики","Капитан"
"Капитан, пока не поздно, панель коротит, исправь электрику!","Ремонт электрики","Капитан"
"Капитан, быстрее, проводка дымит, действуй!","Ремонт электрики","Капитан"
"Давай живее, капитан, почини электрику, быстрее!","Ремонт электрики","Капитан"
"Если не починишь электрику — мы все останемся в темноте. Навсегда., капитан!","Ремонт электрики","Капитан"
"Искры летят — не стой, капитан, как дурак,чини электрику!","Ремонт электрики","Капитан"
"Электрика на нуле, капитан, оживи!","Ремонт электрики","Капитан"
"Капитан, немедленно, щит искрит, почини!","Ремонт электрики","Капитан"
"Запах гари? Тогда не жди, пока сгорит весь корабль, капитан!","Ремонт электрики","Капитан"
"Срочно, капитан, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Капитан"
"Пока не поздно, искры летят — не стой, как дурак,чини электрику, капитан!","Ремонт электрики","Капитан"
"Быстрее, нам нужен свет, почини электрику, капитан!","Ремонт электрики","Капитан"
"Быстрее, панель коротит, исправь электрику, капитан!","Ремонт электрики","Капитан"
"Давай живее, запах гари? Тогда не жди, пока сгорит весь корабль, капитан!","Ремонт электрики","Капитан"
"Быстрее, кабель перегорел, замени, охранник!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Быстрее, охранник, щит искрит, почини!","Ремонт электрики","Охранник"
"Немедленно, нам нужен свет, почини электрику, охранник!","Ремонт электрики","Охранник"
"Немедленно, охранник, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Свет гаснет — ты что, охранник, спишь? Включай резерв!","Ремонт электрики","Охранник"
"Охранник, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Панель коротит, исправь электрику, охранник!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, восстанови питание срочно!","Ремонт электрики","Охранник"
"Срочно, щит искрит, почини, охранник!","Ремонт электрики","Охранник"
"Искры летят — не стой, как дурак,чини электрику, охранник!","Ремонт электрики","Охранник"
"Немедленно, кабель перегорел, замени, охранник!","Ремонт электрики","Охранник"
"Кабель перегорел, замени, охранник!","Ремонт электрики","Охранник"
"Давай живее, охранник, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Срочно, предохранители сгорели — чини электрику, охранник!","Ремонт электрики","Охранник"
"Охранник, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Срочно, охранник, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Охранник"
"Срочно, охранник, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, немедленно, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Охранник, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Давай живее, восстанови питание срочно, охранник!","Ремонт электрики","Охранник"
"Немедленно, охранник, электрика на нуле, оживи!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Немедленно, охранник, предохранители сгорели — чини электрику!","Ремонт электрики","Охранник"
"Пока не поздно, электрику чинить — это не пожелание, это приказ, охранник!","Ремонт электрики","Охранник"
"Быстрее, электрику чинить — это не пожелание, это приказ, охранник!","Ремонт электрики","Охранник"
"Охранник, восстанови питание срочно!","Ремонт электрики","Охранник"
"Немедленно, панель коротит, исправь электрику, охранник!","Ремонт электрики","Охранник"
"Охранник, немедленно, щит искрит, почини!","Ремонт электрики","Охранник"
"Охранник, быстрее, электрика на нуле, оживи!","Ремонт электрики","Охранник"
"Пока не поздно, кабель перегорел, замени, охранник!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Охранник, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Охранник, давай живее, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Предохранители сгорели — чини электрику, охранник!","Ремонт электрики","Охранник"
"Охранник, срочно, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Давай живее, это не фонарик, а жизненно важная система, охранник!","Ремонт электрики","Охранник"
"Охранник, давай живее, предохранители сгорели — чини электрику!","Ремонт электрики","Охранник"
"Почини электрику, охранник, быстрее!","Ремонт электрики","Охранник"
"Панель коротит, охранник, исправь электрику!","Ремонт электрики","Охранник"
"Охранник, срочно, панель коротит, исправь электрику!","Ремонт электрики","Охранник"
"Охранник, панель коротит, исправь электрику!","Ремонт электрики","Охранник"
"Срочно, кабель перегорел, замени, охранник!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Охранник"
"Пока не поздно, запах гари? Тогда не жди, пока сгорит весь корабль, охранник!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, срочно, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, восстанови питание срочно!","Ремонт электрики","Охранник"
"Охранник, немедленно, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Пока не поздно, это не фонарик, а жизненно важная система, охранник!","Ремонт электрики","Охранник"
"Кабель перегорел, охранник, замени!","Ремонт электрики","Охранник"
"Немедленно, охранник, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, давай живее, щит искрит, почини!","Ремонт электрики","Охранник"
"Срочно, охранник, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Давай живее, электрика на нуле, оживи, охранник!","Ремонт электрики","Охранник"
"Быстрее, предохранители сгорели — чини электрику, охранник!","Ремонт электрики","Охранник"
"Охранник, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, быстрее, это не фонарик, а жизненно важная система!","Ремонт электрики","Охранник"
"Свет гаснет — ты что, спишь? Включай резерв, охранник!","Ремонт электрики","Охранник"
"Проводка дымит, действуй, охранник!","Ремонт электрики","Охранник"
"Охранник, щит искрит, почини!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Охранник, срочно, предохранители сгорели — чини электрику!","Ремонт электрики","Охранник"
"Если не починишь электрику — мы все останемся в темноте. Навсегда., охранник!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Охранник, почини электрику, быстрее!","Ремонт электрики","Охранник"
"Охранник, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Охранник"
"Давай живее, свет гаснет — ты что, спишь? Включай резерв, охранник!","Ремонт электрики","Охранник"
"Нам нужен свет, охранник, почини электрику!","Ремонт электрики","Охранник"
"Немедленно, охранник, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Быстрее, охранник, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Охранник, быстрее, панель коротит, исправь электрику!","Ремонт электрики","Охранник"
"Охранник, давай живее, нам нужен свет, почини электрику!","Ремонт электрики","Охранник"
"Охранник, давай живее, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Срочно, охранник, предохранители сгорели — чини электрику!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, электрика на нуле, оживи!","Ремонт электрики","Охранник"
"Немедленно, охранник, нам нужен свет, почини электрику!","Ремонт электрики","Охранник"
"Электрику чинить — это не пожелание, это приказ, охранник!","Ремонт электрики","Охранник"
"Охранник, быстрее, предохранители сгорели — чини электрику!","Ремонт электрики","Охранник"
"Быстрее, охранник, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Запах гари? Тогда не жди, пока сгорит весь корабль, охранник!","Ремонт электрики","Охранник"
"Давай живее, проводка дымит, действуй, охранник!","Ремонт электрики","Охранник"
"Охранник, пока не поздно, проводка дымит, действуй!","Ремонт электрики","Охранник"
"Давай живее, охранник, кабель перегорел, замени!","Ремонт электрики","Охранник"
"Запах гари? Тогда не жди, охранник, пока сгорит весь корабль!","Ремонт электрики","Охранник"
"Охранник, быстрее, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Охранник"
"Охранник, давай живее, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Охранник"
"Охранник, быстрее, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Охранник"
"Давай живее, охранник, это не фонарик, а жизненно важная система!","Ремонт электрики","Охранник"
"Пока не поздно, охранник, почини электрику, быстрее!","Ремонт электрики","Охранник"
"Срочно, это не фонарик, а жизненно важная система, охранник!","Ремонт электрики","Охранник"
"Срочно, охранник, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Охранник"
"Почини электрику, быстрее, охранник!","Ремонт электрики","Охранник"
"Электрика на нуле, охранник, оживи!","Ремонт электрики","Охранник"
"Немедленно, это не фонарик, а жизненно важная система, охранник!","Ремонт электрики","Охранник"
"Нам нужен свет, почини электрику, охранник!","Ремонт электрики","Охранник"
"Охранник, это не фонарик, а жизненно важная система!","Ремонт электрики","Охранник"
"Срочно, охранник, восстанови питание срочно!","Ремонт электрики","Охранник"
"Давай живее, если не починишь электрику — мы все останемся в темноте. Навсегда., охранник!","Ремонт электрики","Охранник"
"Немедленно, медик, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Медик, давай живее, проводка дымит, действуй!","Ремонт электрики","Медик"
"Медик, немедленно, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Медик"
"Срочно, медик, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Медик"
"Медик, срочно, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Медик"
"Медик, давай живее, кабель перегорел, замени!","Ремонт электрики","Медик"
"Пока не поздно, электрику чинить — это не пожелание, это приказ, медик!","Ремонт электрики","Медик"
"Быстрее, искры летят — не стой, как дурак,чини электрику, медик!","Ремонт электрики","Медик"
"Давай живее, почини электрику, быстрее, медик!","Ремонт электрики","Медик"
"Восстанови питание срочно, медик!","Ремонт электрики","Медик"
"Пока не поздно, медик, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Медик"
"Медик, немедленно, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Медик"
"Пока не поздно, электрика на нуле, оживи, медик!","Ремонт электрики","Медик"
"Срочно, проводка дымит, действуй, медик!","Ремонт электрики","Медик"
"Медик, кабель перегорел, замени!","Ремонт электрики","Медик"
"Медик, немедленно, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Это не фонарик, медик, а жизненно важная система!","Ремонт электрики","Медик"
"Медик, пока не поздно, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Немедленно, медик, щит искрит, почини!","Ремонт электрики","Медик"
"Быстрее, медик, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Медик"
"Медик, пока не поздно, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Медик"
"Медик, быстрее, это не фонарик, а жизненно важная система!","Ремонт электрики","Медик"
"Кабель перегорел, медик, замени!","Ремонт электрики","Медик"
"Свет гаснет — ты что, спишь? Включай резерв, медик!","Ремонт электрики","Медик"
"Медик, быстрее, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Медик"
"Давай живее, это не фонарик, а жизненно важная система, медик!","Ремонт электрики","Медик"
"Медик, немедленно, проводка дымит, действуй!","Ремонт электрики","Медик"
"Медик, давай живее, почини электрику, быстрее!","Ремонт электрики","Медик"
"Это не фонарик, а жизненно важная система, медик!","Ремонт электрики","Медик"
"Немедленно, медик, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Медик"
"Медик, быстрее, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Медик"
"Пока не поздно, медик, электрика на нуле, оживи!","Ремонт электрики","Медик"
"Быстрее, электрику чинить — это не пожелание, это приказ, медик!","Ремонт электрики","Медик"
"Быстрее, медик, щит искрит, почини!","Ремонт электрики","Медик"
"Давай живее, медик, это не фонарик, а жизненно важная система!","Ремонт электрики","Медик"
"Запах гари? Тогда не жди, медик, пока сгорит весь корабль!","Ремонт электрики","Медик"
"Электрика на нуле, оживи, медик!","Ремонт электрики","Медик"
"Срочно, медик, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Медик"
"Срочно, медик, щит искрит, почини!","Ремонт электрики","Медик"
"Быстрее, медик, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Пока не поздно, панель коротит, исправь электрику, медик!","Ремонт электрики","Медик"
"Щит искрит, медик, почини!","Ремонт электрики","Медик"
"Медик, быстрее, проводка дымит, действуй!","Ремонт электрики","Медик"
"Пока не поздно, нам нужен свет, почини электрику, медик!","Ремонт электрики","Медик"
"Медик, давай живее, это не фонарик, а жизненно важная система!","Ремонт электрики","Медик"
"Медик, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Медик"
"Медик, нам нужен свет, почини электрику!","Ремонт электрики","Медик"
"Медик, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Медик"
"Срочно, медик, проводка дымит, действуй!","Ремонт электрики","Медик"
"Пока не поздно, медик, проводка дымит, действуй!","Ремонт электрики","Медик"
"Медик, проводка дымит, действуй!","Ремонт электрики","Медик"
"Медик, это не фонарик, а жизненно важная система!","Ремонт электрики","Медик"
"Срочно, медик, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Медик"
"Медик, давай живее, щит искрит, почини!","Ремонт электрики","Медик"
"Немедленно, восстанови питание срочно, медик!","Ремонт электрики","Медик"
"Электрику чинить — это не пожелание, это приказ, медик!","Ремонт электрики","Медик"
"Срочно, это не фонарик, а жизненно важная система, медик!","Ремонт электрики","Медик"
"Срочно, медик, нам нужен свет, почини электрику!","Ремонт электрики","Медик"
"Медик, восстанови питание срочно!","Ремонт электрики","Медик"
"Срочно, медик, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Медик"
"Давай живее, медик, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Медик"
"Кабель перегорел, замени, медик!","Ремонт электрики","Медик"
"Немедленно, медик, нам нужен свет, почини электрику!","Ремонт электрики","Медик"
"Нам нужен свет, почини электрику, медик!","Ремонт электрики","Медик"
"Быстрее, медик, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Медик"
"Свет гаснет — ты что, медик, спишь? Включай резерв!","Ремонт электрики","Медик"
"Медик, давай живее, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Медик, предохранители сгорели — чини электрику!","Ремонт электрики","Медик"
"Пока не поздно, искры летят — не стой, как дурак,чини электрику, медик!","Ремонт электрики","Медик"
"Предохранители сгорели — чини электрику, медик!","Ремонт электрики","Медик"
"Щит искрит, почини, медик!","Ремонт электрики","Медик"
"Медик, срочно, восстанови питание срочно!","Ремонт электрики","Медик"
"Немедленно, почини электрику, быстрее, медик!","Ремонт электрики","Медик"
"Немедленно, запах гари? Тогда не жди, пока сгорит весь корабль, медик!","Ремонт электрики","Медик"
"Искры летят — не стой, как дурак,чини электрику, медик!","Ремонт электрики","Медик"
"Давай живее, медик, кабель перегорел, замени!","Ремонт электрики","Медик"
"Медик, быстрее, панель коротит, исправь электрику!","Ремонт электрики","Медик"
"Медик, немедленно, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Медик"
"Быстрее, щит искрит, почини, медик!","Ремонт электрики","Медик"
"Немедленно, медик, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Медик"
"Медик, немедленно, нам нужен свет, почини электрику!","Ремонт электрики","Медик"
"Панель коротит, исправь электрику, медик!","Ремонт электрики","Медик"
"Быстрее, электрика на нуле, оживи, медик!","Ремонт электрики","Медик"
"Медик, срочно, электрика на нуле, оживи!","Ремонт электрики","Медик"
"Пока не поздно, медик, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Медик"
"Быстрее, проводка дымит, действуй, медик!","Ремонт электрики","Медик"
"Немедленно, панель коротит, исправь электрику, медик!","Ремонт электрики","Медик"
"Быстрее, медик, это не фонарик, а жизненно важная система!","Ремонт электрики","Медик"
"Медик, почини электрику, быстрее!","Ремонт электрики","Медик"
"Медик, пока не поздно, нам нужен свет, почини электрику!","Ремонт электрики","Медик"
"Медик, немедленно, восстанови питание срочно!","Ремонт электрики","Медик"
"Пока не поздно, медик, предохранители сгорели — чини электрику!","Ремонт электрики","Медик"
"Панель коротит, медик, исправь электрику!","Ремонт электрики","Медик"
"Немедленно, предохранители сгорели — чини электрику, медик!","Ремонт электрики","Медик"
"Быстрее, медик, кабель перегорел, замени!","Ремонт электрики","Медик"
"Если не починишь электрику — мы все останемся в темноте. Навсегда., медик!","Ремонт электрики","Медик"
"Медик, пока не поздно, щит искрит, почини!","Ремонт электрики","Медик"
"Медик, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Медик"
"Медик, срочно, проводка дымит, действуй!","Ремонт электрики","Медик"
"Срочно, медик, предохранители сгорели — чини электрику!","Ремонт электрики","Медик"
"Инженер, быстрее, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Давай живее, инженер, нам нужен свет, почини электрику!","Ремонт электрики","Инженер"
"Давай живее, инженер, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Инженер, срочно, нам нужен свет, почини электрику!","Ремонт электрики","Инженер"
"Пока не поздно, восстанови питание срочно, инженер!","Ремонт электрики","Инженер"
"Немедленно, инженер, электрика на нуле, оживи!","Ремонт электрики","Инженер"
"Кабель перегорел, инженер, замени!","Ремонт электрики","Инженер"
"Инженер, давай живее, нам нужен свет, почини электрику!","Ремонт электрики","Инженер"
"Срочно, это не фонарик, а жизненно важная система, инженер!","Ремонт электрики","Инженер"
"Инженер, быстрее, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Пока не поздно, это не фонарик, а жизненно важная система, инженер!","Ремонт электрики","Инженер"
"Инженер, срочно, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Давай живее, нам нужен свет, почини электрику, инженер!","Ремонт электрики","Инженер"
"Срочно, инженер, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Пока не поздно, инженер, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Искры летят — не стой, инженер, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Запах гари? Тогда не жди, инженер, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, почини электрику, быстрее!","Ремонт электрики","Инженер"
"Нам нужен свет, почини электрику, инженер!","Ремонт электрики","Инженер"
"Щит искрит, почини, инженер!","Ремонт электрики","Инженер"
"Пока не поздно, электрику чинить — это не пожелание, это приказ, инженер!","Ремонт электрики","Инженер"
"Искры летят — не стой, как дурак,чини электрику, инженер!","Ремонт электрики","Инженер"
"Давай живее, электрика на нуле, оживи, инженер!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, это не фонарик, а жизненно важная система!","Ремонт электрики","Инженер"
"Немедленно, предохранители сгорели — чини электрику, инженер!","Ремонт электрики","Инженер"
"Срочно, инженер, почини электрику, быстрее!","Ремонт электрики","Инженер"
"Нам нужен свет, инженер, почини электрику!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Инженер"
"Инженер, срочно, панель коротит, исправь электрику!","Ремонт электрики","Инженер"
"Инженер, панель коротит, исправь электрику!","Ремонт электрики","Инженер"
"Предохранители сгорели — чини электрику, инженер!","Ремонт электрики","Инженер"
"Немедленно, искры летят — не стой, как дурак,чини электрику, инженер!","Ремонт электрики","Инженер"
"Быстрее, инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Давай живее, инженер, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, проводка дымит, действуй!","Ремонт электрики","Инженер"
"Немедленно, инженер, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Срочно, инженер, панель коротит, исправь электрику!","Ремонт электрики","Инженер"
"Почини электрику, быстрее, инженер!","Ремонт электрики","Инженер"
"Быстрее, инженер, восстанови питание срочно!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Инженер, давай живее, щит искрит, почини!","Ремонт электрики","Инженер"
"Срочно, инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Инженер, щит искрит, почини!","Ремонт электрики","Инженер"
"Электрику чинить — это не пожелание, инженер, это приказ!","Ремонт электрики","Инженер"
"Пока не поздно, почини электрику, быстрее, инженер!","Ремонт электрики","Инженер"
"Быстрее, инженер, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Инженер, немедленно, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Пока не поздно, инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Инженер, давай живее, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Срочно, проводка дымит, действуй, инженер!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, восстанови питание срочно!","Ремонт электрики","Инженер"
"Пока не поздно, инженер, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Инженер"
"Немедленно, инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Инженер, почини электрику, быстрее!","Ремонт электрики","Инженер"
"Это не фонарик, инженер, а жизненно важная система!","Ремонт электрики","Инженер"
"Давай живее, инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Инженер, немедленно, восстанови питание срочно!","Ремонт электрики","Инженер"
"Инженер, давай живее, восстанови питание срочно!","Ремонт электрики","Инженер"
"Немедленно, нам нужен свет, почини электрику, инженер!","Ремонт электрики","Инженер"
"Инженер, быстрее, нам нужен свет, почини электрику!","Ремонт электрики","Инженер"
"Инженер, нам нужен свет, почини электрику!","Ремонт электрики","Инженер"
"Инженер, свет гаснет — ты что, спишь? Включай резерв!","Ремонт электрики","Инженер"
"Давай живее, если не починишь электрику — мы все останемся в темноте. Навсегда., инженер!","Ремонт электрики","Инженер"
"Немедленно, инженер, проводка дымит, действуй!","Ремонт электрики","Инженер"
"Срочно, инженер, восстанови питание срочно!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Инженер"
"Инженер, срочно, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Инженер"
"Быстрее, электрику чинить — это не пожелание, это приказ, инженер!","Ремонт электрики","Инженер"
"Инженер, немедленно, почини электрику, быстрее!","Ремонт электрики","Инженер"
"Немедленно, инженер, восстанови питание срочно!","Ремонт электрики","Инженер"
"Инженер, давай живее, кабель перегорел, замени!","Ремонт электрики","Инженер"
"Давай живее, щит искрит, почини, инженер!","Ремонт электрики","Инженер"
"Немедленно, почини электрику, быстрее, инженер!","Ремонт электрики","Инженер"
"Инженер, запах гари? Тогда не жди, пока сгорит весь корабль!","Ремонт электрики","Инженер"
"Инженер, это не фонарик, а жизненно важная система!","Ремонт электрики","Инженер"
"Инженер, пока не поздно, если не починишь электрику — мы все останемся в темноте. Навсегда.!","Ремонт электрики","Инженер"
"Срочно, кабель перегорел, замени, инженер!","Ремонт электрики","Инженер"
"Инженер, искры летят — не стой, как дурак,чини электрику!","Ремонт электрики","Инженер"
"Инженер, быстрее, предохранители сгорели — чини электрику!","Ремонт электрики","Инженер"
"Давай живее, инженер, электрику чинить — это не пожелание, это приказ!","Ремонт электрики","Инженер"
"Пока не поздно, свет гаснет — ты что, спишь? Включай резерв, инженер!","Ремонт электрики","Инженер"
