"text","label","specialization"
"Двигайся к назначенной базе, боты.","Навигация к пункту назначения","all"
"Плыви к заданным координатам, боты.","Навигация к пункту назначения","all"
"команда, иди к следующей базе.","Навигация к пункту назначения","all"
"боты, пора действовать, направляйся к локации.","Навигация к пункту назначения","all"
"боты, система готова, устанавливай маршрут.","Навигация к пункту назначения","all"
"боты, следуй к месту выполнения.","Навигация к пункту назначения","all"
"все, быстро устанавливай маршрут!","Навигация к пункту назначения","all"
"команда, расширение миссии, задавай движение.","Навигация к пункту назначения","all"
"команда, двигайся к месту высадки.","Навигация к пункту назначения","all"
"боты, устанавливай маршрут.","Навигация к пункту назначения","all"
"Направляйся к цели, экипаж.","Навигация к пункту назначения","all"
"Курс на целевой объект, экипаж.","Навигация к пункту назначения","all"
"боты, курс на целевую локацию.","Навигация к пункту назначения","all"
"все, уточнение целей, устанавливай маршрут.","Навигация к пункту назначения","all"
"Держи курс на место высадки, все.","Навигация к пункту назначения","all"
"Веди нас к точке прибытия, боты.","Навигация к пункту назначения","all"
"боты, следуй к следующей цели.","Навигация к пункту назначения","all"
"Следуй к заданной локации, экипаж.","Навигация к пункту назначения","all"
"экипаж, плыви к заданной позиции.","Навигация к пункту назначения","all"
"команда, получены координаты, двигайся к базе.","Навигация к пункту назначения","all"
"боты, плыви к заданной точке.","Навигация к пункту назначения","all"
"Плыви к месту операции, экипаж.","Навигация к пункту назначения","all"
"боты, двигайся к указанной локации.","Навигация к пункту назначения","all"
"Держи путь к цели, все.","Навигация к пункту назначения","all"
"Направляйся к координатам, экипаж.","Навигация к пункту назначения","all"
"Держи курс на место высадки, боты.","Навигация к пункту назначения","all"
"боты, расширение миссии, задавай движение.","Навигация к пункту назначения","all"
"Плыви к указанной цели, экипаж.","Навигация к пункту назначения","all"
"экипаж, немедленно задавай движение!","Навигация к пункту назначения","all"
"все, двигайся к назначенной базе.","Навигация к пункту назначения","all"
"команда, направляйся к пункту прибытия.","Навигация к пункту назначения","all"
"боты, смена миссии, двигайся к базе.","Навигация к пункту назначения","all"
"Двигайся к заданной точке, экипаж.","Навигация к пункту назначения","all"
"Вперёд к месту назначения, команда.","Навигация к пункту назначения","all"
"Двигайся к целевой станции, экипаж.","Навигация к пункту назначения","all"
"все, немедленно двигайся к базе!","Навигация к пункту назначения","all"
"экипаж, расширение миссии, задавай движение.","Навигация к пункту назначения","all"
"боты, плыви к точке встречи.","Навигация к пункту назначения","all"
"экипаж, следуй к месту встречи.","Навигация к пункту назначения","all"
"Следуй к месту выполнения задания, экипаж.","Навигация к пункту назначения","all"
"команда, держи путь к точке прибытия.","Навигация к пункту назначения","all"
"боты, направляй к локации.","Навигация к пункту назначения","all"
"боты, курс на место высадки.","Навигация к пункту назначения","all"
"Двигайся к целевой станции, боты.","Навигация к пункту назначения","all"
"боты, дополнительная задача, держи курс.","Навигация к пункту назначения","all"
"Плыви к указанному месту, все.","Навигация к пункту назначения","all"
"боты, двигайся к месту операции.","Навигация к пункту назначения","all"
"экипаж, приказ поступил, следуй к станции.","Навигация к пункту назначения","all"
"экипаж, срочно направляйся к цели!","Навигация к пункту назначения","all"
"боты, направляйся к следующей локации.","Навигация к пункту назначения","all"
"боты, держи курс на цель маршрута.","Навигация к пункту назначения","all"
"экипаж, новые указания, следуй к станции.","Навигация к пункту назначения","all"
"Следуй к конечной точке, команда.","Навигация к пункту назначения","all"
"экипаж, направляй к локации.","Навигация к пункту назначения","all"
"команда, двигайся к следующей точке.","Навигация к пункту назначения","all"
"кто здесь, изменение плана, плыви к точке.","Навигация к пункту назначения","near"
"кто близко, двигайся к заданной точке.","Навигация к пункту назначения","near"
"кто близко, курс к точке назначения.","Навигация к пункту назначения","near"
"Плыви к координатам назначения, ближайший.","Навигация к пункту назначения","near"
"Держи курс на цель, кто здесь.","Навигация к пункту назначения","near"
"ближний, плыви к координатам назначения.","Навигация к пункту назначения","near"
"ближний, направляй к локации.","Навигация к пункту назначения","near"
"Следуй к конечной точке, ближайший.","Навигация к пункту назначения","near"
"Двигайся к назначенной базе, кто здесь.","Навигация к пункту назначения","near"
"кто близко, новые указания, следуй к станции.","Навигация к пункту назначения","near"
"Направляйся к пункту назначения, кто рядом.","Навигация к пункту назначения","near"
"Плыви к целевой локации, ближайший.","Навигация к пункту назначения","near"
"эй ты, направляйся к пункту прибытия.","Навигация к пункту назначения","near"
"ближайший, направляйся к следующей базе.","Навигация к пункту назначения","near"
"кто близко, дополнительная задача, держи курс.","Навигация к пункту назначения","near"
"кто близко, курс на целевую локацию.","Навигация к пункту назначения","near"
"кто здесь, иди к целевой точке.","Навигация к пункту назначения","near"
"кто рядом, курс на место высадки.","Навигация к пункту назначения","near"
"Двигайся к месту назначения, кто здесь.","Навигация к пункту назначения","near"
"кто близко, двигайся к месту высадки.","Навигация к пункту назначения","near"
"ближайший, курс к точке назначения.","Навигация к пункту назначения","near"
"кто рядом, курс на точку прибытия.","Навигация к пункту назначения","near"
"кто рядом, направляйся к следующему порту.","Навигация к пункту назначения","near"
"ближний, направляйся к координатам.","Навигация к пункту назначения","near"
"кто здесь, обновление задания, направляйся к локации.","Навигация к пункту назначения","near"
"кто рядом, двигайся к месту операции.","Навигация к пункту назначения","near"
"кто рядом, следуй к месту назначения.","Навигация к пункту назначения","near"
"эй ты, устанавливай направление.","Навигация к пункту назначения","near"
"Держи путь к цели, кто здесь.","Навигация к пункту назначения","near"
"Плыви к заданным координатам, ближайший.","Навигация к пункту назначения","near"
"эй ты, направляйся к пункту назначения.","Навигация к пункту назначения","near"
"ближний, немедленно двигайся к базе!","Навигация к пункту назначения","near"
"ближний, обновление задания, направляйся к локации.","Навигация к пункту назначения","near"
"кто здесь, держи курс на цель.","Навигация к пункту назначения","near"
"эй ты, следуй к указанной точке.","Навигация к пункту назначения","near"
"ближний, двигайся к следующей точке.","Навигация к пункту назначения","near"
"кто рядом, держи курс на цель.","Навигация к пункту назначения","near"
"ближайший, следуй к целевой зоне.","Навигация к пункту назначения","near"
"Двигайся к целевой станции, ближайший.","Навигация к пункту назначения","near"
"ближайший, подготовка завершена, задавай движение.","Навигация к пункту назначения","near"
"ближайший, немедленно двигайся к базе!","Навигация к пункту назначения","near"
"кто здесь, двигайся к назначенной базе.","Навигация к пункту назначения","near"
"Следуй к заданной локации, кто близко.","Навигация к пункту назначения","near"
"кто рядом, немедленно двигайся к базе!","Навигация к пункту назначения","near"
"кто близко, немедленно двигайся к базе!","Навигация к пункту назначения","near"
"ближайший, следуй к следующей цели.","Навигация к пункту назначения","near"
"Следуй к указанной базе, кто рядом.","Навигация к пункту назначения","near"
"кто близко, задавай движение к точке.","Навигация к пункту назначения","near"
"кто рядом, направляйся к целевой базе.","Навигация к пункту назначения","near"
"ближний, курс на следующую цель.","Навигация к пункту назначения","near"
"кто здесь, направляйся к следующей базе.","Навигация к пункту назначения","near"
"кто здесь, плыви к следующей станции.","Навигация к пункту назначения","near"
"Веди нас к точке прибытия, кто близко.","Навигация к пункту назначения","near"
"Следуй к указанной станции, эй ты.","Навигация к пункту назначения","near"
"кто здесь, следуй к целевой зоне.","Навигация к пункту назначения","near"
"Двигайся к месту операции, эй ты.","Навигация к пункту назначения","near"
"кто рядом, новое задание, направляйся к цели.","Навигация к пункту назначения","near"
"ближайший, задание получено, плыви к точке.","Навигация к пункту назначения","near"
"кто здесь, прокладывай путь к базе.","Навигация к пункту назначения","near"
"ближайший, двигайся к назначенной базе.","Навигация к пункту назначения","near"
"Направляйся к следующей цели, ближайший.","Навигация к пункту назначения","near"
"Веди к координатам назначения, кто здесь.","Навигация к пункту назначения","near"
"эй ты, следуй к следующей цели.","Навигация к пункту назначения","near"
"Двигайся к месту операции, кто рядом.","Навигация к пункту назначения","near"
"кто рядом, всё готово, держи курс.","Навигация к пункту назначения","near"
"кто близко, плыви к целевой точке.","Навигация к пункту назначения","near"
"ближний, срочно следуй к станции!","Навигация к пункту назначения","near"
"Следуй к назначенной точке, эй ты.","Навигация к пункту назначения","near"
"Держи курс на цель маршрута, кто здесь.","Навигация к пункту назначения","near"
"Направляйся к месту операции, эй ты.","Навигация к пункту назначения","near"
"кто рядом, направляйся к следующей базе.","Навигация к пункту назначения","near"
"эй ты, задавай курс к порту.","Навигация к пункту назначения","near"
"ближний, новое задание, направляйся к цели.","Навигация к пункту назначения","near"
"кто здесь, веди к координатам.","Навигация к пункту назначения","near"
"кто близко, направляйся к точке назначения.","Навигация к пункту назначения","near"
"кто рядом, двигайся к месту высадки.","Навигация к пункту назначения","near"
"Следуй к указанным координатам, эй ты.","Навигация к пункту назначения","near"
"ближний, плыви к следующей станции.","Навигация к пункту назначения","near"
"Двигайся к месту операции, кто здесь.","Навигация к пункту назначения","near"
"кто рядом, направляйся к назначенной базе.","Навигация к пункту назначения","near"
"кто рядом, плыви к заданным координатам.","Навигация к пункту назначения","near"
"эй ты, иди к целевой точке.","Навигация к пункту назначения","near"
"эй ты, направляйся к целевой базе.","Навигация к пункту назначения","near"
"кто близко, плыви к координатам назначения.","Навигация к пункту назначения","near"
"Следуй к месту выполнения, кто близко.","Навигация к пункту назначения","near"
"Плыви к координатам назначения, кто здесь.","Навигация к пункту назначения","near"
"кто здесь, иди к месту операции.","Навигация к пункту назначения","near"
"кто здесь, направляйся к назначенной базе.","Навигация к пункту назначения","near"
"кто рядом, двигайся к следующей точке.","Навигация к пункту назначения","near"
"кто близко, направляйся к координатам.","Навигация к пункту назначения","near"
"кто близко, следуй к месту назначения.","Навигация к пункту назначения","near"
"Направляйся к точке выхода, кто рядом.","Навигация к пункту назначения","near"
"Держи путь к точке назначения, кто близко.","Навигация к пункту назначения","near"
"кто здесь, курс на место высадки.","Навигация к пункту назначения","near"
"ближайший, курс на следующую цель.","Навигация к пункту назначения","near"
"ближайший, плыви к заданной зоне.","Навигация к пункту назначения","near"
"кто рядом, иди к следующей базе.","Навигация к пункту назначения","near"
"Направляйся к пункту назначения, ближний.","Навигация к пункту назначения","near"
"Следуй к указанной базе, кто здесь.","Навигация к пункту назначения","near"
"эй ты, пора действовать, направляйся к локации.","Навигация к пункту назначения","near"
"Кэп, прекрати управление орудием.","Отстранение","Капитан"
"Прекрати текущую операцию, Шкипер.","Отстранение","Капитан"
"Прекрати текущую миссию, Капитан.","Отстранение","Капитан"
"Оставь текущие обязанности, Шкипер.","Отстранение","Капитан"
"Перестань работать над задачей, Кэп.","Отстранение","Капитан"
"Останови текущий процесс, Капитан.","Отстранение","Капитан"
"Кэп, задание завершено, прекрати выполнение.","Отстранение","Капитан"
"Прекрати работать сейчас же, Кэп.","Отстранение","Капитан"
"Капитан, прекрати текущее задание.","Отстранение","Капитан"
"Оставь текущую работу, Кэп.","Отстранение","Капитан"
"Капитан, оставь навигацию.","Отстранение","Капитан"
"Отмени свои действия, Капитан.","Отстранение","Капитан"
"Останови свою операцию, Кэп.","Отстранение","Капитан"
"Отмени выполнение приказа, Шкипер.","Отстранение","Капитан"
"Перестань работать на позиции, Кэп.","Отстранение","Капитан"
"Кэп, сбой, останови деятельность!","Отстранение","Капитан"
"Кэп, оставь позицию.","Отстранение","Капитан"
"Отмени текущее дело, Шкипер.","Отстранение","Капитан"
"Шкипер, отступи от орудия.","Отстранение","Капитан"
"Отмени выполнение операции, Капитан.","Отстранение","Капитан"
"Отмени выполнение позиции, Капитан.","Отстранение","Капитан"
"Отмени выполнение приказа, Кэп.","Отстранение","Капитан"
"Прекрати текущую позицию, Кэп.","Отстранение","Капитан"
"Кэп, отмени действия.","Отстранение","Капитан"
"Прекрати текущие обязанности, Кэп.","Отстранение","Капитан"
"Прекрати заниматься этим, Шкипер.","Отстранение","Капитан"
"Отмени текущие действия, Шкипер.","Отстранение","Капитан"
"Шкипер, отмени проверку.","Отстранение","Капитан"
"Шкипер, опасность, прекрати задание!","Отстранение","Капитан"
"Капитан, новые указания, прекрати текущее.","Отстранение","Капитан"
"Шкипер, перегрев, отойди от поста!","Отстранение","Капитан"
"Оставь текущий пост, Кэп.","Отстранение","Капитан"
"Отмени текущие позиции, Капитан.","Отстранение","Капитан"
"Капитан, отмени действия.","Отстранение","Капитан"
"Шкипер, быстро отмени задачу!","Отстранение","Капитан"
"Шкипер, останови навигацию.","Отстранение","Капитан"
"Перестань действовать, Капитан.","Отстранение","Капитан"
"Отмени текущую работу, Кэп.","Отстранение","Капитан"
"Капитан, прекрати управление орудием.","Отстранение","Капитан"
"Отмени выполнение задания, Капитан.","Отстранение","Капитан"
"Капитан, прекрати боевые действия.","Отстранение","Капитан"
"Останови выполнение обязанностей, Кэп.","Отстранение","Капитан"
"Кэп, отмени движение.","Отстранение","Капитан"
"Останови выполнение, Кэп.","Отстранение","Капитан"
"Перестань выполнять приказ, Шкипер.","Отстранение","Капитан"
"Кэп, замыкание, оставь позицию!","Отстранение","Капитан"
"Отмени текущие дела, Капитан.","Отстранение","Капитан"
"Шкипер, оставь управление.","Отстранение","Капитан"
"Шкипер, отмени движение.","Отстранение","Капитан"
"Шкипер, угроза, отмени действия!","Отстранение","Капитан"
"Отмени текущую работу, Шкипер.","Отстранение","Капитан"
"Шкипер, смена задачи, останови выполнение.","Отстранение","Капитан"
"Прекрати текущую операцию, Кэп.","Отстранение","Капитан"
"Шкипер, отойди от поста.","Отстранение","Капитан"
"Прекрати работать над позицией, Капитан.","Отстранение","Капитан"
"Прекрати действовать сейчас же, Шкипер.","Отстранение","Капитан"
"Отмени выполнение задания, Шкипер.","Отстранение","Капитан"
"Капитан, приказ изменён, отмени действия.","Отстранение","Капитан"
"Отмени свои действия, Шкипер.","Отстранение","Капитан"
"Капитан, останови выполнение.","Отстранение","Капитан"
"Прекрати действовать прямо сейчас, Шкипер.","Отстранение","Капитан"
"Отмени выполнение операции, Кэп.","Отстранение","Капитан"
"Шкипер, отмени операцию.","Отстранение","Капитан"
"Прекрати работать над делом, Капитан.","Отстранение","Капитан"
"Прекрати свою активность немедленно, Кэп.","Отстранение","Капитан"
"Прекрати текущую задачу, Кэп.","Отстранение","Капитан"
"Капитан, немедленно оставь позицию!","Отстранение","Капитан"
"Кэп, отступи от орудия.","Отстранение","Капитан"
"Прекрати текущую миссию, Шкипер.","Отстранение","Капитан"
"Оставь текущую позицию, Капитан.","Отстранение","Капитан"
"Останови текущие обязанности, Шкипер.","Отстранение","Капитан"
"Шкипер, отойди от пульта.","Отстранение","Капитан"
"Отмени текущие позиции, Кэп.","Отстранение","Капитан"
"Оставь текущий пост, Шкипер.","Отстранение","Капитан"
"Перестань выполнять текущее задание, Шкипер.","Отстранение","Капитан"
"Прекрати работать над позицией, Кэп.","Отстранение","Капитан"
"Отмени текущую миссию, Шкипер.","Отстранение","Капитан"
"Останови текущие обязанности, Кэп.","Отстранение","Капитан"
"Кэп, приказ изменён, отмени действия.","Отстранение","Капитан"
"Прекрати свою активность, Шкипер.","Отстранение","Капитан"
"Кэп, отойди от поста.","Отстранение","Капитан"
"Капитан, останови зарядку.","Отстранение","Капитан"
"Капитан, срочно отойди от поста!","Отстранение","Капитан"
"Шкипер, оставь позицию.","Отстранение","Капитан"
"Капитан, отмени процедуру.","Отстранение","Капитан"
"Шкипер, прекрати управление орудием.","Отстранение","Капитан"
"Останови текущее задание, Кэп.","Отстранение","Капитан"
"Оставь текущую позицию, Шкипер.","Отстранение","Капитан"
"Отмени текущую позицию, Капитан.","Отстранение","Капитан"
"Капитан, корректировка плана, отмени работу.","Отстранение","Капитан"
"Останови свою позицию, Шкипер.","Отстранение","Капитан"
"Кэп, отмени задачу.","Отстранение","Капитан"
"Перестань действовать, Шкипер.","Отстранение","Капитан"
"Прекрати работу над задачей, Шкипер.","Отстранение","Капитан"
"Шкипер, останови диагностику.","Отстранение","Капитан"
"Перестань работать над миссией, Капитан.","Отстранение","Капитан"
"Прекрати текущую задачу, Шкипер.","Отстранение","Капитан"
"Прекрати свою позицию немедленно, Шкипер.","Отстранение","Капитан"
"Перестань выполнять обязанности, Капитан.","Отстранение","Капитан"
"Кэп, проверка оборудования, отмени операцию.","Отстранение","Капитан"
"Охранник, новые указания, прекрати текущее.","Отстранение","Охранник"
"Стражник, отмени процедуру.","Отстранение","Охранник"
"Отмени текущее дело, Бодигард.","Отстранение","Охранник"
"Отмени текущую работу, Охранник.","Отстранение","Охранник"
"Перестань выполнять позицию, Стражник.","Отстранение","Охранник"
"Отмени выполнение, Страж.","Отстранение","Охранник"
"Отмени текущее занятие, Бодигард.","Отстранение","Охранник"
"Останови текущую активность, Бодигард.","Отстранение","Охранник"
"Стражник, корректировка плана, отмени работу.","Отстранение","Охранник"
"Страж, покинь мостик.","Отстранение","Охранник"
"Стражник, отступи от орудия.","Отстранение","Охранник"
"Бодигард, оставь управление.","Отстранение","Охранник"
"Отмени выполнение операции, Страж.","Отстранение","Охранник"
"Охранник, замыкание, оставь позицию!","Отстранение","Охранник"
"Стражник, новые указания, прекрати текущее.","Отстранение","Охранник"
"Перестань работать на позиции, Стражник.","Отстранение","Охранник"
"Бодигард, срочно отойди от поста!","Отстранение","Охранник"
"Оставь текущую миссию, Охранник.","Отстранение","Охранник"
"Отмени текущую миссию, Страж.","Отстранение","Охранник"
"Бодигард, отступи от орудия.","Отстранение","Охранник"
"Бодигард, отмени движение.","Отстранение","Охранник"
"Прекрати текущую задачу, Бодигард.","Отстранение","Охранник"
"Останови текущую миссию, Стражник.","Отстранение","Охранник"
"Прекрати действовать срочно, Стражник.","Отстранение","Охранник"
"Охранник, авария, останови выполнение!","Отстранение","Охранник"
"Оставь текущие обязанности, Охранник.","Отстранение","Охранник"
"Бодигард, прекрати ремонт.","Отстранение","Охранник"
"Стражник, повреждения, отмени задачу!","Отстранение","Охранник"
"Прекрати свою позицию, Страж.","Отстранение","Охранник"
"Перестань выполнять текущее задание, Стражник.","Отстранение","Охранник"
"Стражник, останови управление.","Отстранение","Охранник"
"Страж, покинь отсек.","Отстранение","Охранник"
"Прекрати свою активность, Охранник.","Отстранение","Охранник"
"Останови выполнение обязанностей, Бодигард.","Отстранение","Охранник"
"Перестань выполнять дело, Стражник.","Отстранение","Охранник"
"Прекрати выполнение приказа, Бодигард.","Отстранение","Охранник"
"Отмени текущую позицию, Охранник.","Отстранение","Охранник"
"Прекрати свою активность немедленно, Бодигард.","Отстранение","Охранник"
"Оставь текущую позицию, Стражник.","Отстранение","Охранник"
"Останови выполнение, Стражник.","Отстранение","Охранник"
"Бодигард, останови диагностику.","Отстранение","Охранник"
"Останови свою миссию, Страж.","Отстранение","Охранник"
"Стражник, перегрузка, покинь станцию!","Отстранение","Охранник"
"Прекрати текущую задачу, Стражник.","Отстранение","Охранник"
"Охранник, покинь мостик.","Отстранение","Охранник"
"Страж, покинь станцию.","Отстранение","Охранник"
"Прекрати свою деятельность немедленно, Бодигард.","Отстранение","Охранник"
"Прекрати текущую миссию, Стражник.","Отстранение","Охранник"
"Перестань действовать, Охранник.","Отстранение","Охранник"
"Страж, перерыв в работе, прекрати деятельность.","Отстранение","Охранник"
"Страж, задание завершено, прекрати выполнение.","Отстранение","Охранник"
"Страж, немедленно останови выполнение!","Отстранение","Охранник"
"Охранник, оставь позицию.","Отстранение","Охранник"
"Прекрати текущую деятельность, Стражник.","Отстранение","Охранник"
"Стражник, отмени миссию.","Отстранение","Охранник"
"Охранник, перерыв в работе, прекрати деятельность.","Отстранение","Охранник"
"Отмени свои текущие действия, Стражник.","Отстранение","Охранник"
"Отмени текущие обязанности, Страж.","Отстранение","Охранник"
"Бодигард, отмени проверку.","Отстранение","Охранник"
"Стражник, немедленно останови выполнение!","Отстранение","Охранник"
"Прекрати свою активность, Бодигард.","Отстранение","Охранник"
"Прекрати свою позицию немедленно, Охранник.","Отстранение","Охранник"
"Отмени текущую операцию, Бодигард.","Отстранение","Охранник"
"Бодигард, покинь мостик.","Отстранение","Охранник"
"Отмени текущую миссию, Бодигард.","Отстранение","Охранник"
"Прекрати работу над задачей, Охранник.","Отстранение","Охранник"
"Прекрати свою активность немедленно, Охранник.","Отстранение","Охранник"
"Прекрати выполнение приказа, Стражник.","Отстранение","Охранник"
"Страж, прекрати управление орудием.","Отстранение","Охранник"
"Стражник, отмени задачу.","Отстранение","Охранник"
"Перестань выполнять операцию, Страж.","Отстранение","Охранник"
"Оставь текущий пост, Стражник.","Отстранение","Охранник"
"Останови выполнение обязанностей, Охранник.","Отстранение","Охранник"
"Останови выполнение, Бодигард.","Отстранение","Охранник"
"Останови текущую активность, Стражник.","Отстранение","Охранник"
"Останови свою работу, Охранник.","Отстранение","Охранник"
"Прекрати свою позицию, Стражник.","Отстранение","Охранник"
"Охранник, быстро покинь станцию!","Отстранение","Охранник"
"Страж, корректировка плана, отмени работу.","Отстранение","Охранник"
"Отмени выполнение задания, Стражник.","Отстранение","Охранник"
"Останови текущие действия, Стражник.","Отстранение","Охранник"
"Страж, быстро отмени действия!","Отстранение","Охранник"
"Отмени текущую миссию, Охранник.","Отстранение","Охранник"
"Страж, останови выполнение.","Отстранение","Охранник"
"Отмени выполнение дела, Страж.","Отстранение","Охранник"
"Охранник, отмени задачу.","Отстранение","Охранник"
"Останови свою деятельность, Бодигард.","Отстранение","Охранник"
"Прекрати работать над заданием, Бодигард.","Отстранение","Охранник"
"Бодигард, срочно прекрати работу!","Отстранение","Охранник"
"Охранник, отступи от системы.","Отстранение","Охранник"
"Прекрати свою деятельность, Страж.","Отстранение","Охранник"
"Отмени свои действия, Стражник.","Отстранение","Охранник"
"Отмени текущие позиции, Бодигард.","Отстранение","Охранник"
"Страж, срочно отойди от поста!","Отстранение","Охранник"
"Останови текущую активность, Охранник.","Отстранение","Охранник"
"Стражник, оставь позицию.","Отстранение","Охранник"
"Оставь текущую позицию, Охранник.","Отстранение","Охранник"
"Отмени текущее дело, Страж.","Отстранение","Охранник"
"Страж, останови диагностику.","Отстранение","Охранник"
"Страж, техническое обслуживание, останови систему.","Отстранение","Охранник"
"Врач, отмени движение.","Отстранение","Медик"
"Врач, прекрати ремонт.","Отстранение","Медик"
"Доктор, останови деятельность.","Отстранение","Медик"
"Перестань работать над задачей, Доктор.","Отстранение","Медик"
"Лекарь, отмени задачу.","Отстранение","Медик"
"Прекрати заниматься этим, Врач.","Отстранение","Медик"
"Врач, перегрев, отойди от поста!","Отстранение","Медик"
"Доктор, немедленно оставь позицию!","Отстранение","Медик"
"Останови текущий процесс, Лекарь.","Отстранение","Медик"
"Лекарь, угроза, отмени действия!","Отстранение","Медик"
"Врач, немедленно оставь позицию!","Отстранение","Медик"
"Отмени текущую позицию, Лекарь.","Отстранение","Медик"
"Прекрати текущую позицию, Врач.","Отстранение","Медик"
"Доктор, отмени действия.","Отстранение","Медик"
"Отмени текущее дело, Врач.","Отстранение","Медик"
"Доктор, миссия отменена, останови работу.","Отстранение","Медик"
"Отмени текущую деятельность, Доктор.","Отстранение","Медик"
"Перестань выполнять операцию, Медик.","Отстранение","Медик"
"Отмени свою текущую задачу, Медик.","Отстранение","Медик"
"Отмени приказ, Лекарь.","Отстранение","Медик"
"Прекрати свою позицию, Лекарь.","Отстранение","Медик"
"Прекрати текущую операцию, Доктор.","Отстранение","Медик"
"Доктор, отмени проверку.","Отстранение","Медик"
"Перестань работать, Лекарь.","Отстранение","Медик"
"Врач, оставь навигацию.","Отстранение","Медик"
"Оставь текущую задачу, Доктор.","Отстранение","Медик"
"Медик, немедленно оставь позицию!","Отстранение","Медик"
"Прекрати действовать сейчас же, Врач.","Отстранение","Медик"
"Останови текущее дело, Лекарь.","Отстранение","Медик"
"Отмени свою работу, Лекарь.","Отстранение","Медик"
"Прекрати работать над заданием, Лекарь.","Отстранение","Медик"
